attempts_on_target_from_inside_the_area,name,id,yellow_cards,fouls_suffered,role,attempts_inside_the_area,crosses_attempted,corners,distance_covered__km_,height,top_speed__km_h_,recovered_balls,country,penalties_scored,distance_covered_in_possession__km_,shots_blocked,fouls_causing_penalty,goals_scored_by_backheel,total_passes,short_passes_completed,age,attempts_outside_the_area,offsides,medium_passes_completed,red_cards,jerseynum,tackles_suffered,clearances,attempts_on_target,headed_goals,attempts_on_target_from_outside_the_area,international_goals,tackles,attempts,goals_scored_with_the_right_foot,blocks,lost_balls,attempts_off_target,save_rate,passes_completed,goals_scored,long_passes_completed,dribbles_into_penalty_area,international_caps,crosses_completed,tackles_won,shots_from_free_kick,goal_kicks_successfully_reaching_a_team_mate,throws,distance_covered_not_in_possession__km_,fouls_committed,deliveries_into_penalty_area,minutes_played,date_of_birth,goals_scored_with_the_left_foot,saves,matches_played,attempts_against_woodwork,assists
0,elena linari,357525,1,1,defender,0,1,0,42.3,173.0,0,0,italy,0,0,0,1,0,170,0,25,0,0,0,0,5,0,12,0,0,0,0,7,0,0,8,0,0,0,132,0,0,0,56,0,0,0,0,0,0,3,0,450,1994-04-15 00:00:00,0,0,5,0,0
,chiara marchitelli,217051,,,goalkeeper,,,,,170.0,,,italy,,,,,,,,34,,,,,12,,,,,,0,,,,,,,,,,,,52,,,,,,,,,,1985-05-04 00:00:00,,,,,
3,cristiana girelli,420248,1,7,forward,4,0,0,29.9,174.0,0,0,italy,1,0,2,0,1,108,0,29,1,5,0,0,10,0,5,3,1,0,32,5,5,1,2,0,0,0,68,3,0,0,66,0,0,0,0,0,0,4,0,279,1990-04-23 00:00:00,0,0,4,0,0
,sakiko ikeda,301258,,,goalkeeper,,,,,168.0,,,japan,,,,,,,,26,,,,,1,,,,,,0,,,,,,,,,,,,14,,,,,,,,,,1992-09-08 00:00:00,,,,,
0,moeka minami,377596,0,2,defender,0,0,0,9.2,171.0,0,0,japan,0,0,0,0,0,112,0,20,0,0,0,0,12,0,2,0,0,0,0,1,0,0,1,0,0,0,103,0,0,0,6,0,0,0,0,0,0,0,0,90,1998-12-07 00:00:00,0,0,1,0,0
3,yuika sugasawa,302776,0,6,forward,8,2,0,34.6,168.0,0,0,japan,1,0,0,0,0,79,0,28,3,1,0,0,9,0,1,4,0,1,19,1,11,1,0,0,7,0,61,1,0,0,67,0,0,0,0,0,0,3,0,298,1990-10-05 00:00:00,0,0,4,0,0
0,saki kumagai,298545,1,0,defender,2,0,0,37.5,173.0,0,0,japan,0,0,1,1,0,253,0,28,0,0,0,0,4,0,13,0,0,0,0,3,2,0,6,0,1,0,233,0,0,0,108,0,0,0,0,0,0,3,0,360,1990-10-17 00:00:00,0,0,4,0,0
0,narumi miura,377686,0,2,midfielder,1,0,0,37.4,156.0,0,0,japan,0,0,0,0,0,182,0,22,1,0,0,0,17,0,7,0,0,0,0,8,2,0,0,0,2,0,153,0,0,0,13,0,0,0,0,0,0,5,0,298,1997-07-03 00:00:00,0,0,4,0,0
,mizuho sakaguchi,262379,,,midfielder,,,,,165.0,,,japan,,,,,,,,31,,,,,10,,,,,,29,,,,,,,,,,,,124,,,,,,,,,,1987-10-15 00:00:00,,,,,
0,jun endo,397163,0,1,forward,2,4,2,19.7,167.0,0,0,japan,0,0,1,0,0,72,0,19,0,0,0,0,19,0,2,0,0,0,0,2,2,0,0,0,1,0,53,0,0,0,8,0,0,0,0,0,0,1,1,168,2000-05-24 00:00:00,0,0,3,0,1
0,emi nakajima,324594,0,4,midfielder,2,9,10,38.7,158.0,0,0,japan,0,0,0,0,0,142,0,28,4,0,0,0,7,0,4,2,0,2,14,4,6,0,0,0,4,0,100,0,0,0,74,0,0,0,0,0,0,1,0,326,1990-09-27 00:00:00,0,0,4,0,0
0,kumi yokoyama,325971,0,1,forward,0,0,1,13.3,155.0,0,0,japan,0,0,0,0,0,34,0,25,5,0,0,0,20,0,0,3,0,3,17,0,5,0,0,0,2,0,28,0,0,0,43,0,0,1,0,0,0,0,0,118,1993-08-13 00:00:00,0,0,2,0,0
0,risa shimizu,358082,1,2,defender,0,7,0,40.4,160.0,0,0,japan,0,0,0,0,0,246,0,23,2,0,0,0,22,0,4,0,0,0,0,3,2,0,0,0,2,0,208,0,0,0,28,0,0,0,0,0,0,1,0,360,1996-06-15 00:00:00,0,0,4,0,0
,rumi utsugi,268021,,,defender,,,,,168.0,,,japan,,,,,,,,30,,,,,2,,,,,,6,,,,,,,,,,,,113,,,,,,,,,,1988-12-05 00:00:00,,,,,
,asato miyagawa,377598,,,defender,,,,,160.0,,,japan,,,,,,,,21,,,,,16,,,,,,0,,,,,,,,,,,,5,,,,,,,,,,1998-02-24 00:00:00,,,,,
,shiori miyake,358092,,,defender,,,,,165.0,,,japan,,,,,,,,23,,,,,23,,,,,,0,,,,,,,,,,,,18,,,,,,,,,,1995-10-13 00:00:00,,,,,
2,hina sugita,358283,1,3,midfielder,6,0,0,48.5,162.0,0,0,japan,0,0,2,0,0,244,0,22,2,0,0,0,6,0,13,2,0,0,0,9,8,0,2,0,4,0,202,0,0,0,11,0,0,0,0,0,0,7,0,360,1997-01-31 00:00:00,0,0,4,0,0
0,rikako kobayashi,377690,0,0,forward,0,2,0,9.8,160.0,0,0,japan,0,0,0,0,0,18,0,21,0,0,0,0,11,0,3,0,0,0,2,2,0,0,0,0,0,0,11,0,0,0,7,0,0,0,0,0,0,0,0,86,1997-07-21 00:00:00,0,0,2,0,0
1,yuka momiki,358076,0,0,midfielder,1,2,2,2.6,153.0,0,0,japan,0,0,0,0,0,10,0,23,0,0,0,0,15,0,1,1,0,0,8,1,1,0,0,0,0,0,8,0,0,0,26,0,0,0,0,0,0,0,0,18,1996-04-09 00:00:00,0,0,1,0,0
0,saori takarada,397185,0,0,midfielder,1,0,0,1.7,169.0,0,0,japan,0,0,0,0,0,4,0,19,0,0,0,0,13,0,0,0,0,0,0,0,1,0,0,0,1,0,3,0,0,0,3,0,0,0,0,0,0,0,0,7,1999-12-27 00:00:00,0,0,3,0,0
1,mana iwabuchi,300685,1,3,forward,3,1,0,33,156.0,0,0,japan,0,0,1,0,0,93,0,26,5,0,0,0,8,0,1,3,0,2,21,1,8,1,0,0,4,0,71,1,0,0,65,0,0,0,0,0,0,2,0,293,1993-03-18 00:00:00,0,0,4,0,1
0,nana ichise,377589,0,1,defender,0,0,0,31,160.0,0,0,japan,0,0,1,0,0,160,0,21,1,0,0,0,5,0,11,0,0,0,0,7,1,0,5,0,0,0,142,0,0,0,19,0,0,0,0,0,0,1,0,270,1997-08-04 00:00:00,0,0,3,0,0
2,yui hasegawa,358084,0,1,midfielder,4,2,2,23.6,156.0,0,0,japan,0,0,0,0,0,113,0,22,0,0,0,0,14,0,1,2,0,0,7,0,4,1,0,0,2,0,85,1,0,0,39,0,0,0,0,0,0,2,0,189,1997-01-29 00:00:00,0,0,3,0,0
,chika hirao,358075,,,goalkeeper,,,,,173.0,,,japan,,,,,,,,22,,,,,21,,,,,,0,,,,,,,,,,,,2,,,,,,,,,,1996-12-31 00:00:00,,,,,
0,aya sameshima,298546,1,2,defender,0,11,0,39.2,163.0,0,0,japan,0,0,0,0,0,254,0,32,1,0,0,0,3,0,10,1,0,1,5,4,1,0,1,0,0,0,194,0,0,0,113,0,0,0,0,0,0,3,1,360,1987-06-16 00:00:00,0,0,4,0,0
0,ayaka yamashita,386675,0,0,goalkeeper,0,0,0,14.9,170.0,0,0,japan,0,0,0,0,0,72,0,23,0,0,0,0,18,0,2,0,0,0,0,0,0,0,0,0,0,68.8,67,0,0,0,31,0,0,0,0,0,0,0,0,360,1995-09-29 00:00:00,0,11,4,0,0
0,lorena benitez,420318,0,2,midfielder,0,2,0,26,156.0,0,0,argentina,0,0,0,0,0,77,0,20,3,0,0,0,16,0,3,1,0,1,0,4,3,0,1,0,2,0,55,0,0,0,6,0,0,1,0,0,0,1,0,246,1998-12-03 00:00:00,0,0,3,0,0
,solana pereyra,420333,,,goalkeeper,,,,,174.0,,,argentina,,,,,,,,20,,,,,23,,,,,,0,,,,,,,,,,,,1,,,,,,,,,,1999-04-05 00:00:00,,,,,
0,yael oviedo,357687,0,0,forward,0,0,0,0.6,165.0,0,0,argentina,0,0,0,0,0,0,0,27,0,0,0,0,7,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,1,1992-05-22 00:00:00,0,0,1,0,0
,gabriela chavez,251033,,,defender,,,,,162.0,,,argentina,,,,,,,,30,,,,,18,,,,,,0,,,,,,,,,,,,17,,,,,,,,,,1989-04-09 00:00:00,,,,,
,gabriela garton,420325,,,goalkeeper,,,,,174.0,,,argentina,,,,,,,,29,,,,,12,,,,,,0,,,,,,,,,,,,2,,,,,,,,,,1990-05-27 00:00:00,,,,,
1,ruth bravo,420320,0,4,midfielder,1,3,0,25.7,163.0,0,0,argentina,0,0,0,1,0,72,0,27,0,0,0,0,8,0,7,1,0,0,1,4,1,0,1,0,0,0,59,0,0,0,22,0,0,0,0,0,0,2,0,244,1992-03-06 00:00:00,0,0,3,0,0
0,aldana cometti,357688,1,3,defender,0,0,0,25.9,169.0,0,0,argentina,0,0,0,0,0,57,0,23,0,0,0,0,6,0,12,0,0,0,3,7,0,0,2,0,0,0,41,0,0,0,36,0,0,0,0,0,0,6,0,270,1996-03-03 00:00:00,0,0,3,0,0
0,vanina correa,199325,0,1,goalkeeper,0,0,0,9.2,180.0,0,0,argentina,0,0,0,0,0,16,0,35,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,76.5,9,0,0,0,33,0,0,0,0,0,0,0,0,270,1983-08-14 00:00:00,0,13,3,0,0
0,adriana sachs,357669,0,0,defender,0,0,0,9.2,164.0,0,0,argentina,0,0,0,0,0,28,0,25,0,0,0,0,4,0,2,0,0,0,0,1,0,0,0,0,0,0,11,0,0,0,26,0,0,0,0,0,0,0,0,90,1993-12-25 00:00:00,0,0,1,0,0
0,mariana larroquette,277429,1,4,forward,0,0,0,13.8,164.0,0,0,argentina,0,0,0,0,0,27,0,26,3,0,0,0,19,0,3,1,0,1,8,4,3,0,0,0,2,0,14,0,0,0,40,0,0,0,0,0,0,3,0,125,1992-10-24 00:00:00,0,0,3,0,0
1,sole jaimes,277433,0,2,forward,3,1,0,26.9,180.0,0,0,argentina,0,0,2,0,0,46,0,30,2,7,0,0,9,0,1,1,0,0,6,1,5,0,0,0,2,0,29,0,0,0,25,0,0,0,0,0,0,6,0,249,1989-01-20 00:00:00,0,0,3,0,0
2,florencia bonsegundo,357674,0,8,forward,2,3,1,28.2,167.0,0,0,argentina,1,0,1,0,0,85,0,25,2,1,0,0,11,0,4,2,0,0,12,3,4,1,0,0,1,0,50,1,0,0,38,0,0,0,0,0,0,2,0,257,1993-07-14 00:00:00,0,0,3,0,0
1,milagros menendez,420329,0,0,forward,1,0,0,3.1,169.0,0,0,argentina,0,0,0,0,0,4,0,22,0,0,0,0,22,0,0,1,0,0,1,0,1,1,0,0,0,0,1,1,0,0,4,0,0,0,0,0,0,1,0,30,1997-03-23 00:00:00,0,0,1,0,0
,maria potassa,251043,,,forward,,,,,169.0,,,argentina,,,,,,,,30,,,,,15,,,,,,8,,,,,,,,,,,,29,,,,,,,,,,1988-12-12 00:00:00,,,,,
0,eliana stabile,420334,0,1,defender,0,2,0,28.9,167.0,0,0,argentina,0,0,0,0,0,106,0,25,0,0,0,0,3,0,4,0,0,0,2,8,0,0,0,0,0,0,70,0,0,0,17,0,0,0,0,0,0,1,0,270,1993-11-26 00:00:00,0,0,3,0,0
0,virginia gomez,296546,0,0,defender,0,0,0,9.3,167.0,0,0,argentina,0,0,0,0,0,38,0,28,0,0,0,0,13,0,4,0,0,0,0,3,0,0,0,0,0,0,21,0,0,0,9,0,0,0,0,0,0,0,0,90,1991-02-26 00:00:00,0,0,1,0,0
0,miriam mayorga,420328,0,1,midfielder,0,0,0,20.6,163.0,0,0,argentina,0,0,0,0,0,27,0,29,0,0,0,0,14,0,4,0,0,0,0,3,0,0,1,0,0,0,13,0,0,0,12,0,0,0,0,0,0,0,0,188,1989-11-20 00:00:00,0,0,3,0,0
0,agustina barroso,357668,1,0,defender,0,0,0,27.4,165.0,0,0,argentina,0,0,0,0,0,48,0,26,0,0,0,0,2,0,13,0,0,0,0,4,0,0,0,0,0,0,36,0,0,0,40,0,0,0,0,0,0,3,0,270,1993-05-20 00:00:00,0,0,3,0,0
,natalie juncos,420327,,,defender,,,,,161.0,,,argentina,,,,,,,,28,,,,,21,,,,,,0,,,,,,,,,,,,6,,,,,,,,,,1990-12-28 00:00:00,,,,,
0,dalila ippolito,420326,0,0,midfielder,0,0,0,2.2,155.0,0,0,argentina,0,0,0,0,0,9,0,17,0,0,0,0,20,0,0,0,0,0,0,1,0,0,0,0,0,0,8,0,0,0,3,0,0,0,0,0,0,0,1,20,2002-03-24 00:00:00,0,0,1,0,1
0,estefania banini,330067,0,5,midfielder,1,0,0,23.8,160.0,0,0,argentina,0,0,1,0,0,97,0,29,0,0,0,0,10,0,2,0,0,0,9,2,1,0,0,0,0,0,72,0,0,0,36,0,0,0,0,0,0,1,0,218,1990-06-21 00:00:00,0,0,3,0,0
0,vanesa santana,277423,0,1,midfielder,0,0,0,14.1,166.0,0,0,argentina,0,0,0,0,0,32,0,28,1,0,0,0,5,0,0,0,0,0,0,1,1,0,1,0,1,0,23,0,0,0,35,0,0,0,0,0,0,3,0,121,1990-09-03 00:00:00,0,0,3,0,0
0,mariela coronel,199342,0,0,midfielder,1,0,0,1.4,170.0,0,0,argentina,0,0,0,0,0,5,0,38,0,0,0,0,17,0,0,0,0,0,1,0,1,0,0,0,1,0,4,0,0,0,30,0,0,0,0,0,0,0,0,11,1981-06-20 00:00:00,0,0,1,0,0
0,daniela zamora,296395,0,9,forward,0,9,0,31.7,166.0,0,0,chile,0,0,0,0,0,68,0,28,0,0,0,0,20,0,4,2,0,0,5,4,4,0,0,0,2,0,43,0,0,0,40,0,0,0,0,0,0,1,0,270,1990-11-13 00:00:00,0,0,3,0,0
0,maria jose rojas,420404,0,0,forward,0,0,0,1.2,153.0,0,0,chile,0,0,0,0,0,2,0,31,0,0,0,0,7,0,0,0,0,0,11,0,0,0,0,0,0,0,1,0,0,0,44,0,0,0,0,0,0,0,0,2,1987-12-17 00:00:00,0,0,1,0,0
0,rosario balmaceda,420412,0,1,midfielder,0,7,2,31.6,163.0,0,0,chile,0,0,0,0,0,69,0,20,0,0,0,0,21,0,4,1,0,0,0,3,2,0,0,0,1,0,48,0,0,0,9,0,0,0,0,0,0,0,0,270,1999-03-26 00:00:00,0,0,3,0,0
0,maria jose urrutia,321184,0,4,forward,0,0,0,25,168.0,0,0,chile,0,0,1,0,0,45,0,25,1,1,0,0,9,0,4,1,0,0,2,2,7,0,0,0,5,0,31,1,0,0,14,0,0,0,0,0,0,4,0,217,1993-12-17 00:00:00,0,0,3,0,0
,natalia campos,420411,,,goalkeeper,,,,,170.0,,,chile,,,,,,,,27,,,,,12,,,,,,0,,,,,,,,,,,,8,,,,,,,,,,1992-01-12 00:00:00,,,,,
0,daniela pardo,266385,0,1,midfielder,0,0,0,0.7,161.0,0,0,chile,0,0,0,0,0,2,0,31,0,0,0,0,14,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,25,0,0,0,0,0,0,0,0,1,1988-05-09 00:00:00,0,0,1,0,0
0,su helen galaz,420414,1,5,defender,0,0,0,18.6,159.0,0,0,chile,0,0,0,0,0,46,0,28,0,0,0,0,15,0,8,0,0,0,0,3,0,0,1,0,0,0,34,0,0,0,35,0,0,0,0,0,0,2,0,180,1991-05-27 00:00:00,0,0,2,0,0
,fernanda pinilla,321187,,,defender,,,,,168.0,,,chile,,,,,,,,25,,,,,16,,,,,,0,,,,,,,,,,,,16,,,,,,,,,,1993-11-06 00:00:00,,,,,
0,claudia soto,321181,0,0,midfielder,0,1,1,4.7,165.0,0,0,chile,0,0,0,0,0,6,0,26,0,0,0,0,6,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,27,0,0,0,0,0,0,1,0,45,1993-07-06 00:00:00,0,0,1,0,0
,elisa duran,420417,,,midfielder,,,,,168.0,,,chile,,,,,,,,17,,,,,22,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,2002-01-16 00:00:00,,,,,
0,yanara aedo,321179,0,2,midfielder,0,3,0,22.2,154.0,0,0,chile,0,0,1,0,0,107,0,25,0,0,0,0,10,0,0,0,0,0,9,1,2,0,0,0,1,0,86,0,0,0,58,0,0,0,0,0,0,0,0,174,1993-08-05 00:00:00,0,0,2,0,0
0,javiera toro,420415,0,2,defender,0,0,0,19.2,160.0,0,0,chile,0,0,0,0,0,51,0,21,0,0,0,0,17,0,10,0,0,0,0,8,0,0,0,0,0,0,32,0,0,0,7,0,0,0,0,0,0,2,0,180,1998-04-22 00:00:00,0,0,2,0,0
0,carla guerrero,266348,1,2,defender,0,1,0,27.4,172.0,0,0,chile,0,0,0,0,0,101,0,31,0,1,0,0,3,0,15,0,0,0,4,9,0,0,2,0,0,0,72,0,0,0,62,0,0,0,0,0,0,1,0,270,1987-12-23 00:00:00,0,0,3,0,0
0,christiane endler,302891,0,0,goalkeeper,0,0,0,14.5,182.0,0,0,chile,0,0,0,0,0,60,0,27,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,68.8,35,0,0,0,69,0,0,0,0,0,0,0,0,270,1991-07-23 00:00:00,0,13,3,0,0
0,javiera grez,420408,0,0,forward,0,0,0,4.3,148.0,0,0,chile,0,0,0,0,0,13,0,18,0,0,0,0,13,0,0,0,0,0,2,0,5,0,0,0,5,0,10,0,0,0,14,0,0,0,0,0,0,1,0,43,2000-07-11 00:00:00,0,0,1,0,0
0,francisca lara,420400,1,2,defender,1,13,1,33.2,165.0,0,0,chile,0,0,0,0,0,114,0,28,1,1,0,0,4,0,7,1,0,0,20,5,5,0,1,0,4,0,78,0,0,0,62,0,0,0,0,0,0,2,0,269,1990-07-29 00:00:00,0,0,3,0,0
,ryann torrero,420427,,,goalkeeper,,,,,175.0,,,chile,,,,,,,,28,,,,,23,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,1990-09-01 00:00:00,,,,,
0,yessenia lopez,420410,1,3,midfielder,0,8,1,18.3,160.0,0,0,chile,0,0,0,0,0,89,0,28,1,0,0,0,11,0,3,1,0,0,3,3,4,0,0,0,3,0,76,0,0,0,29,0,0,0,0,0,0,9,0,166,1990-10-20 00:00:00,0,0,3,0,1
0,yessenia huenteo,420416,1,0,forward,0,1,0,2.6,156.0,0,0,chile,0,0,0,1,0,5,0,26,0,0,0,0,19,0,2,0,0,0,1,1,0,0,0,0,0,0,3,0,0,0,49,0,0,0,0,0,0,1,0,22,1992-10-30 00:00:00,0,0,1,0,0
0,rocio soto,321185,0,1,defender,0,5,0,11.6,161.0,0,0,chile,0,0,0,0,0,54,0,25,0,0,0,0,2,0,2,0,0,0,1,2,0,0,0,0,0,0,43,0,0,0,35,0,0,0,0,0,0,0,0,96,1993-09-21 00:00:00,0,0,2,0,0
0,camila saez,321176,0,0,defender,0,0,0,27.1,167.0,0,0,chile,0,0,0,0,0,105,0,24,0,1,0,0,18,0,9,0,0,0,5,4,1,0,1,0,1,0,85,0,0,0,53,0,0,0,0,0,0,3,0,270,1994-10-17 00:00:00,0,0,3,0,0
0,karen araya,266387,0,1,midfielder,0,3,0,25.4,162.0,0,0,chile,0,0,1,0,0,119,0,28,3,1,0,0,8,0,2,2,0,1,5,4,6,0,3,0,3,0,80,0,0,0,57,0,0,0,0,0,0,1,0,225,1990-10-16 00:00:00,0,0,3,0,0
,valentina diaz,420420,,,defender,,,,,157.0,,,chile,,,,,,,,18,,,,,5,,,,,,0,,,,,,,,,,,,2,,,,,,,,,,2001-03-30 00:00:00,,,,,
0,chiamaka nnadozie,397517,1,1,goalkeeper,0,0,0,10.4,180.0,0,0,nigeria,0,0,0,0,0,25,0,18,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,72.7,13,0,0,0,3,0,0,0,0,0,0,0,0,270,2000-12-08 00:00:00,0,11,3,0,0
0,uchenna kanu,358908,0,1,forward,1,1,0,13.1,176.0,0,0,nigeria,0,0,1,0,0,10,0,22,0,0,0,0,12,0,3,0,0,0,0,2,1,0,0,0,0,0,7,0,0,0,4,0,0,0,0,0,0,0,0,111,1997-06-20 00:00:00,0,0,4,0,0
1,asisat oshoala,357650,0,0,forward,5,5,0,25.1,173.0,0,0,nigeria,0,0,1,0,0,51,0,24,0,1,0,0,8,0,4,1,0,0,1,2,5,1,0,0,3,0,31,1,0,0,3,0,0,0,0,0,0,6,0,257,1994-10-09 00:00:00,0,0,3,0,0
0,anam imo,413116,0,0,forward,0,1,0,3.4,170.0,0,0,nigeria,0,0,0,0,0,7,0,18,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,2,0,0,0,0,0,0,0,0,15,2000-11-30 00:00:00,0,0,2,0,0
0,ngozi okobi,302083,0,2,midfielder,1,8,5,38.7,163.0,0,0,nigeria,0,0,2,0,0,100,0,25,2,0,0,0,13,0,9,0,0,0,8,8,3,0,0,0,1,0,64,0,0,0,70,0,0,1,0,0,0,1,0,360,1993-12-14 00:00:00,0,0,4,0,0
,amarachi okoronkwo,298755,,,midfielder,,,,,163.0,,,nigeria,,,,,,,,26,,,,,2,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,1992-12-12 00:00:00,,,,,
,ogonna chukwudi,255714,,,midfielder,,,,,161.0,,,nigeria,,,,,,,,30,,,,,23,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,1988-09-14 00:00:00,,,,,
0,faith michael,201289,0,0,defender,0,0,0,4.7,166.0,0,0,nigeria,0,0,0,0,0,11,0,32,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,1,0,0,0,0,0,0,0,0,54,1987-02-28 00:00:00,0,0,1,0,0
0,onome ebi,190157,0,3,defender,0,0,0,34.6,175.0,0,0,nigeria,0,0,0,0,0,81,0,36,0,0,0,0,5,0,20,0,0,0,0,4,0,0,3,0,0,0,44,0,0,0,4,0,0,0,0,0,0,1,0,360,1983-05-08 00:00:00,0,0,4,0,0
0,alice ogebe,419980,0,0,forward,0,0,0,1.4,160.0,0,0,nigeria,0,0,1,0,0,4,0,24,1,0,0,0,22,0,0,0,0,0,0,1,1,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,6,1995-03-30 00:00:00,0,0,1,0,0
0,rasheedat ajibade,377785,1,1,midfielder,0,0,0,5.6,167.0,0,0,nigeria,0,0,0,0,0,6,0,19,0,0,0,0,15,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,2,0,45,1999-12-08 00:00:00,0,0,1,0,0
1,desire oparanozie,300600,2,2,forward,3,1,0,34.7,170.0,0,0,nigeria,0,0,0,0,0,38,0,25,2,1,0,0,9,0,4,1,0,0,0,1,6,0,1,0,5,0,27,0,0,0,4,0,0,1,0,0,0,7,0,340,1993-12-17 00:00:00,0,0,4,0,0
0,francisca ordega,301727,1,11,forward,1,11,0,33,160.0,0,0,nigeria,0,0,1,0,0,76,0,25,2,0,0,0,17,0,7,0,0,0,0,5,3,0,0,0,2,0,45,0,0,0,4,0,0,0,0,0,0,6,0,344,1993-10-19 00:00:00,0,0,4,0,0
0,evelyn nwabuoku,224781,1,0,midfielder,0,2,0,5.2,167.0,0,0,nigeria,0,0,0,1,0,19,0,33,0,0,0,0,6,0,4,0,0,0,0,1,0,0,0,0,0,0,10,0,0,0,2,0,0,0,0,0,0,2,0,51,1985-11-14 00:00:00,0,0,2,0,0
1,osinachi ohale,324238,0,0,defender,1,4,0,35.1,174.0,0,0,nigeria,0,0,1,0,0,88,0,27,2,0,0,0,3,0,14,1,0,0,0,1,3,0,4,0,1,0,59,0,0,0,4,0,0,0,0,0,0,0,0,360,1991-12-21 00:00:00,0,0,4,0,0
0,rita chikwelu,224786,2,7,midfielder,1,3,0,28.6,160.0,0,0,nigeria,0,0,1,0,0,81,0,31,0,0,0,0,10,0,9,0,0,0,21,7,1,0,1,0,0,0,51,0,0,0,71,0,0,0,0,0,0,9,0,270,1988-03-06 00:00:00,0,0,3,0,0
,alaba jonathan,302087,,,goalkeeper,,,,,167.0,,,nigeria,,,,,,,,27,,,,,21,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,1992-06-01 00:00:00,,,,,
0,chinwendu ihezuo,358915,0,4,forward,1,1,2,7.6,172.0,0,0,nigeria,0,0,0,0,0,8,0,22,0,0,0,0,19,0,1,0,0,0,0,1,1,0,0,0,1,0,3,0,0,0,1,0,0,0,0,0,0,3,0,75,1997-04-30 00:00:00,0,0,1,0,0
0,chidinma okeke,397520,0,5,defender,0,0,0,30.8,168.0,0,0,nigeria,0,0,0,0,0,133,0,18,1,0,0,0,20,0,14,0,0,0,0,5,1,0,1,0,1,0,84,0,0,0,4,0,0,0,0,0,0,0,1,306,2000-08-11 00:00:00,0,0,4,0,1
0,ngozi ebere,300602,0,1,defender,0,14,6,25.4,168.0,0,0,nigeria,0,0,0,0,0,116,0,27,0,0,0,1,4,0,8,0,0,0,0,1,0,0,0,0,0,0,72,0,0,0,3,0,0,0,0,0,0,6,0,255,1991-08-05 00:00:00,0,0,3,0,0
0,halimatu ayinde,326090,0,2,midfielder,0,4,0,28.6,167.0,0,0,nigeria,0,0,1,0,0,61,0,24,2,0,0,0,18,0,8,0,0,0,1,8,3,0,0,0,2,0,45,0,0,0,44,0,0,0,0,0,0,4,0,256,1995-05-16 00:00:00,0,0,4,0,0
0,tochukwu oluehi,255691,0,0,goalkeeper,0,0,0,4.4,168.0,0,0,nigeria,0,0,0,0,0,13,0,32,0,0,0,0,1,0,3,0,0,0,0,1,0,0,0,0,0,40,8,0,0,0,1,0,0,0,0,0,0,0,0,90,1987-05-02 00:00:00,0,2,1,0,0
